domain,word,letter,syllables,pos,score
requisite.com,requisite,R,3,Noun,27
rendition.com,rendition,R,3,Noun,37
receptor.com,receptor,R,3,Noun,50
reporter.com,reporter,R,3,Noun,40
retention.com,retention,R,3,Noun,37
retinal.com,retinal,R,3,Noun,40
rosario.com,rosario,R,3,Noun,47
radiator.com,radiator,R,3,Noun,50
referral.com,referral,R,3,Noun,40
retrospect.com,retrospect,R,3,Noun,27
repertoire.com,repertoire,R,3,Noun,27
rarity.com,rarity,R,3,Noun,47
resistor.com,resistor,R,3,Noun,50
resemblance.com,resemblance,R,3,Noun,22
replica.com,replica,R,3,Noun,47
receiver.com,receiver,R,3,Noun,40
rehearsal.com,rehearsal,R,3,Noun,27
residence.com,residence,R,3,Noun,27
reminder.com,reminder,R,3,Noun,40
recruitment.com,recruitment,R,3,Noun,22
relevance.com,relevance,R,3,Noun,27
registry.com,registry,R,3,Noun,40
reassurance.com,reassurance,R,3,Noun,22
removal.com,removal,R,3,Noun,40
redeemer.com,redeemer,R,3,Noun,40
rebellion.com,rebellion,R,3,Noun,37
reception.com,reception,R,3,Noun,37
radical.com,radical,R,3,Noun,40
recruiter.com,recruiter,R,3,Noun,27
rivalry.com,rivalry,R,3,Noun,40
rhetoric.com,rhetoric,R,3,Noun,40
religion.com,religion,R,3,Noun,50
resistance.com,resistance,R,3,Noun,27
resumption.com,resumption,R,3,Noun,37
resentment.com,resentment,R,3,Noun,27
retrieval.com,retrieval,R,3,Noun,27
reviving.com,reviving,R,3,Verb,40
relaxed.com,relaxed,R,3,Verb,40
recommend.com,recommend,R,3,Verb,27
retaining.com,retaining,R,3,Verb,27
retired.com,retired,R,3,Verb,40
revolving.com,revolving,R,3,Verb,27
renovate.com,renovate,R,3,Verb,40
resonate.com,resonate,R,3,Verb,40
regarding.com,regarding,R,3,Verb,27
reassuring.com,reassuring,R,3,Verb,27
removing.com,removing,R,3,Verb,40
recurring.com,recurring,R,3,Verb,27
repeated.com,repeated,R,3,Verb,40
register.com,register,R,3,Verb,40
reproduce.com,reproduce,R,3,Verb,27
recognize.com,recognize,R,3,Verb,27
ruptured.com,ruptured,R,3,Verb,40
reconstruct.com,reconstruct,R,3,Verb,22
reiterate.com,reiterate,R,3,Verb,27
reckoning.com,reckoning,R,3,Verb,27
recapture.com,recapture,R,3,Verb,27
redesign.com,redesign,R,3,Verb,40
refusing.com,refusing,R,3,Verb,40
reasoned.com,reasoned,R,3,Verb,40
remember.com,remember,R,3,Verb,40
rewarding.com,rewarding,R,3,Verb,27
retarded.com,retarded,R,3,Verb,40
respecting.com,respecting,R,3,Verb,27
reworked.com,reworked,R,3,Verb,40
relieving.com,relieving,R,3,Verb,27
related.com,related,R,3,Verb,40
replicate.com,replicate,R,3,Verb,27
reduced.com,reduced,R,3,Verb,40
redirect.com,redirect,R,3,Verb,40
realizing.com,realizing,R,3,Verb,27
received.com,received,R,3,Verb,40
restraining.com,restraining,R,3,Verb,22
recording.com,recording,R,3,Verb,27
reflecting.com,reflecting,R,3,Verb,27
relinquish.com,relinquish,R,3,Verb,27
retracted.com,retracted,R,3,Verb,27
removed.com,removed,R,3,Verb,40
rotating.com,rotating,R,3,Verb,40
reserved.com,reserved,R,3,Verb,40
rotated.com,rotated,R,3,Verb,40
reasoning.com,reasoning,R,3,Verb,27
revisit.com,revisit,R,3,Verb,40
revealed.com,revealed,R,3,Verb,40
retaliate.com,retaliate,R,3,Verb,27
reversed.com,reversed,R,3,Verb,40
resounding.com,resounding,R,3,Verb,27
restricted.com,restricted,R,3,Verb,27
reformed.com,reformed,R,3,Verb,40
reflected.com,reflected,R,3,Verb,27
reputed.com,reputed,R,3,Verb,40
relieved.com,relieved,R,3,Verb,40
regulate.com,regulate,R,3,Verb,40
reconcile.com,reconcile,R,3,Verb,27
reducing.com,reducing,R,3,Verb,40
resigned.com,resigned,R,3,Verb,40
rendering.com,rendering,R,3,Verb,27
retrograde.com,retrograde,R,3,Verb,27
refined.com,refined,R,3,Verb,40
reversing.com,reversing,R,3,Verb,27
repressed.com,repressed,R,3,Verb,27
revealing.com,revealing,R,3,Verb,27
restrained.com,restrained,R,3,Verb,27
resulting.com,resulting,R,3,Verb,27
retreating.com,retreating,R,3,Verb,27
returned.com,returned,R,3,Verb,40
revered.com,revered,R,3,Verb,40
retiring.com,retiring,R,3,Verb,40
refining.com,refining,R,3,Verb,40
resurrect.com,resurrect,R,3,Verb,27
resolved.com,resolved,R,3,Verb,40
rectify.com,rectify,R,3,Verb,40
revolting.com,revolting,R,3,Verb,27
replenish.com,replenish,R,3,Verb,27
recruiting.com,recruiting,R,3,Verb,27
regiment.com,regiment,R,3,Verb,40
recover.com,recover,R,3,Verb,40
reassured.com,reassured,R,3,Verb,27
refreshing.com,refreshing,R,3,Verb,27
relocate.com,relocate,R,3,Verb,40
revised.com,revised,R,3,Verb,40
resisting.com,resisting,R,3,Verb,27
represent.com,represent,R,3,Verb,27
redefine.com,redefine,R,3,Verb,40
reasonable.com,reasonable,R,3,Adjective,27
receptive.com,receptive,R,3,Adjective,27
reversible.com,reversible,R,3,Adjective,27
removable.com,removable,R,3,Adjective,27
religious.com,religious,R,3,Adjective,27
resilient.com,resilient,R,3,Adjective,27
rheumatoid.com,rheumatoid,R,3,Adjective,27
rigorous.com,rigorous,R,3,Adjective,40
remedial.com,remedial,R,3,Adjective,40
regional.com,regional,R,3,Adjective,40
respectable.com,respectable,R,3,Adjective,22
redundant.com,redundant,R,3,Adjective,27
repulsive.com,repulsive,R,3,Adjective,27
resistant.com,resistant,R,3,Adjective,27
reflective.com,reflective,R,3,Adjective,27
responsive.com,responsive,R,3,Adjective,27
renewable.com,renewable,R,3,Adjective,27
respective.com,respective,R,3,Adjective,27
regardless.com,regardless,R,3,Adjective,27
relevant.com,relevant,R,3,Adjective,40
reputable.com,reputable,R,3,Adjective,27
reluctant.com,reluctant,R,3,Adjective,27
radioactive.com,radioactive,R,3,Adjective,22
respectful.com,respectful,R,3,Adjective,27
realistic.com,realistic,R,3,Adjective,27
resonant.com,resonant,R,3,Adjective,40
relentless.com,relentless,R,3,Adjective,27
repressive.com,repressive,R,3,Adjective,27
restrictive.com,restrictive,R,3,Adjective,22
responsible.com,responsible,R,3,Adjective,22
renowned.com,renowned,R,3,Adjective,40
regular.com,regular,R,3,Adjective,50
rational.com,rational,R,3,Adjective,40
remarkable.com,remarkable,R,3,Adjective,27
rebellious.com,rebellious,R,3,Adjective,27
resolute.com,resolute,R,3,Adjective,40
recurrent.com,recurrent,R,3,Adjective,27
randomly.com,randomly,R,3,Adverb,40
rarely.com,rarely,R,3,Adverb,47
racially.com,racially,R,3,Adverb,40
rapidly.com,rapidly,R,3,Adverb,40
rightfully.com,rightfully,R,3,Adverb,27
recently.com,recently,R,3,Adverb,40
readily.com,readily,R,3,Adverb,40
reliably.com,reliably,R,3,Adverb,40
refinement.com,refinement,R,4,Noun,22
radiology.com,radiology,R,4,Noun,22
resurrection.com,resurrection,R,4,Noun,23
reimbursement.com,reimbursement,R,4,Noun,13
reinforcement.com,reinforcement,R,4,Noun,13
relationship.com,relationship,R,4,Noun,13
regulator.com,regulator,R,4,Noun,32
recognition.com,recognition,R,4,Noun,27
reformation.com,reformation,R,4,Noun,27
reconstruction.com,reconstruction,R,4,Noun,23
restitution.com,restitution,R,4,Noun,27
reputation.com,reputation,R,4,Noun,32
regulation.com,regulation,R,4,Noun,32
relocation.com,relocation,R,4,Noun,32
residency.com,residency,R,4,Noun,22
refinery.com,refinery,R,4,Noun,35
respiration.com,respiration,R,4,Noun,27
recovery.com,recovery,R,4,Noun,35
retirement.com,retirement,R,4,Noun,22
renovation.com,renovation,R,4,Noun,32
repetition.com,repetition,R,4,Noun,32
relaxation.com,relaxation,R,4,Noun,32
retrospective.com,retrospective,R,4,Noun,13
reproduction.com,reproduction,R,4,Noun,23
reclamation.com,reclamation,R,4,Noun,27
resignation.com,resignation,R,4,Noun,27
remediation.com,remediation,R,4,Noun,27
reincarnation.com,reincarnation,R,4,Noun,23
reconnaissance.com,reconnaissance,R,4,Noun,13
requirement.com,requirement,R,4,Noun,17
receptionist.com,receptionist,R,4,Noun,13
refurbishment.com,refurbishment,R,4,Noun,13
restoration.com,restoration,R,4,Noun,27
referendum.com,referendum,R,4,Noun,22
replacement.com,replacement,R,4,Noun,17
resolution.com,resolution,R,4,Noun,32
realization.com,realization,R,4,Noun,27
repatriation.com,repatriation,R,4,Noun,23
rosemary.com,rosemary,R,4,Noun,35
reservation.com,reservation,R,4,Noun,27
relegation.com,relegation,R,4,Noun,32
revolution.com,revolution,R,4,Noun,32
recollection.com,recollection,R,4,Noun,23
replication.com,replication,R,4,Noun,27
retaliation.com,retaliation,R,4,Noun,27
resettlement.com,resettlement,R,4,Noun,13
retribution.com,retribution,R,4,Noun,27
revelation.com,revelation,R,4,Noun,32
redundancy.com,redundancy,R,4,Noun,22
reciprocal.com,reciprocal,R,4,Noun,22
republican.com,republican,R,4,Noun,22
registration.com,registration,R,4,Noun,23
reactionary.com,reactionary,R,4,Noun,17
replicated.com,replicated,R,4,Verb,22
reconsider.com,reconsider,R,4,Verb,22
reiterated.com,reiterated,R,4,Verb,22
regulated.com,regulated,R,4,Verb,22
registered.com,registered,R,4,Verb,22
regenerate.com,regenerate,R,4,Verb,22
reconstructed.com,reconstructed,R,4,Verb,13
repetitive.com,repetitive,R,4,Adjective,22
resourceful.com,resourceful,R,4,Adjective,17
rotational.com,rotational,R,4,Adjective,22
relational.com,relational,R,4,Adjective,22
reproductive.com,reproductive,R,4,Adjective,13
rhetorical.com,rhetorical,R,4,Adjective,22
recognizable.com,recognizable,R,4,Adjective,13
recreational.com,recreational,R,4,Adjective,13
regimental.com,regimental,R,4,Adjective,22
reminiscent.com,reminiscent,R,4,Adjective,17
rectangular.com,rectangular,R,4,Adjective,27
residential.com,residential,R,4,Adjective,17
ridiculous.com,ridiculous,R,4,Adjective,22
reasonably.com,reasonably,R,4,Adverb,22
rigorously.com,rigorously,R,4,Adverb,22
remotely.com,remotely,R,4,Adverb,35
relentlessly.com,relentlessly,R,4,Adverb,13
routinely.com,routinely,R,4,Adverb,22
remarkably.com,remarkably,R,4,Adverb,22
regularly.com,regularly,R,4,Adverb,22
reluctantly.com,reluctantly,R,4,Adverb,17
reportedly.com,reportedly,R,4,Adverb,22
repeatedly.com,repeatedly,R,4,Adverb,22
responsibly.com,responsibly,R,4,Adverb,17
religiously.com,religiously,R,4,Adverb,17
radically.com,radically,R,4,Adverb,22
respectfully.com,respectfully,R,4,Adverb,13
rationally.com,rationally,R,4,Adverb,22
situation.com,situation,S,3,Noun,37
surrender.com,surrender,S,3,Noun,27
supplement.com,supplement,S,3,Noun,27
spectacles.com,spectacles,S,3,Noun,27
spaghetti.com,spaghetti,S,3,Noun,27
subversive.com,subversive,S,3,Noun,27
subcommittee.com,subcommittee,S,3,Noun,18
statesman.com,statesman,S,3,Noun,27
synopsis.com,synopsis,S,3,Noun,40
subsidy.com,subsidy,S,3,Noun,40
salary.com,salary,S,3,Noun,47
soreness.com,soreness,S,3,Noun,40
stereotype.com,stereotype,S,3,Noun,27
successor.com,successor,S,3,Noun,37
secretion.com,secretion,S,3,Noun,37
somewhere.com,somewhere,S,3,Noun,27
sophomore.com,sophomore,S,3,Noun,27
singleton.com,singleton,S,3,Noun,37
schematic.com,schematic,S,3,Noun,27
seventeenth.com,seventeenth,S,3,Noun,22
subsection.com,subsection,S,3,Noun,37
skepticism.com,skepticism,S,3,Noun,27
suggestion.com,suggestion,S,3,Noun,37
seasonal.com,seasonal,S,3,Noun,40
stimulus.com,stimulus,S,3,Noun,40
statistic.com,statistic,S,3,Noun,27
senator.com,senator,S,3,Noun,50
sacrament.com,sacrament,S,3,Noun,27
sanctity.com,sanctity,S,3,Noun,40
submission.com,submission,S,3,Noun,37
santiago.com,santiago,S,3,Noun,40
socialism.com,socialism,S,3,Noun,27
scrutiny.com,scrutiny,S,3,Noun,40
stimuli.com,stimuli,S,3,Noun,47
surroundings.com,surroundings,S,3,Noun,18
subpoena.com,subpoena,S,3,Noun,40
safeguard.com,safeguard,S,3,Noun,27
subscription.com,subscription,S,3,Noun,28
satellite.com,satellite,S,3,Noun,27
stewardship.com,stewardship,S,3,Noun,22
shipbuilding.com,shipbuilding,S,3,Noun,18
slavery.com,slavery,S,3,Noun,40
stepfather.com,stepfather,S,3,Noun,27
saxophone.com,saxophone,S,3,Noun,27
symmetry.com,symmetry,S,3,Noun,40
saturday.com,saturday,S,3,Noun,40
seventy.com,seventy,S,3,Noun,40
solitude.com,solitude,S,3,Noun,40
silicone.com,silicone,S,3,Noun,40
stepmother.com,stepmother,S,3,Noun,27
solitaire.com,solitaire,S,3,Noun,27
sclerosis.com,sclerosis,S,3,Noun,27
sunflower.com,sunflower,S,3,Noun,27
soprano.com,soprano,S,3,Noun,47
surgery.com,surgery,S,3,Noun,40
silverware.com,silverware,S,3,Noun,27
susanna.com,susanna,S,3,Noun,47
sicilian.com,sicilian,S,3,Noun,40
symposium.com,symposium,S,3,Noun,27
safety.com,safety,S,3,Noun,47
stimulant.com,stimulant,S,3,Noun,27
suspension.com,suspension,S,3,Noun,37
sobriety.com,sobriety,S,3,Noun,40
spokesman.com,spokesman,S,3,Noun,27
synergy.com,synergy,S,3,Noun,40
skeleton.com,skeleton,S,3,Noun,50
synthesis.com,synthesis,S,3,Noun,27
symbolism.com,symbolism,S,3,Noun,27
selector.com,selector,S,3,Noun,50
sedition.com,sedition,S,3,Noun,50
seminar.com,seminar,S,3,Noun,50
sacrifice.com,sacrifice,S,3,Noun,27
scarcity.com,scarcity,S,3,Noun,40
siberian.com,siberian,S,3,Noun,40
statistics.com,statistics,S,3,Noun,27
sorcerer.com,sorcerer,S,3,Noun,40
summertime.com,summertime,S,3,Noun,27
safari.com,safari,S,3,Noun,54
somerset.com,somerset,S,3,Noun,40
strategist.com,strategist,S,3,Noun,27
scholastic.com,scholastic,S,3,Noun,27
sonata.com,sonata,S,3,Noun,54
subtlety.com,subtlety,S,3,Noun,40
signature.com,signature,S,3,Noun,27
servitude.com,servitude,S,3,Noun,27
souvenir.com,souvenir,S,3,Noun,40
socialist.com,socialist,S,3,Noun,27
sanctuary.com,sanctuary,S,3,Noun,27
september.com,september,S,3,Noun,27
semantics.com,semantics,S,3,Noun,27
scenery.com,scenery,S,3,Noun,40
surrogate.com,surrogate,S,3,Noun,27
syndicate.com,syndicate,S,3,Noun,27
sponsorship.com,sponsorship,S,3,Noun,22
starvation.com,starvation,S,3,Noun,37
scapegoat.com,scapegoat,S,3,Noun,27
surveillance.com,surveillance,S,3,Noun,18
sensation.com,sensation,S,3,Noun,37
somali.com,somali,S,3,Noun,54
saucepan.com,saucepan,S,3,Noun,40
seduction.com,seduction,S,3,Noun,37
stagnation.com,stagnation,S,3,Noun,37
savory.com,savory,S,3,Noun,47
secrecy.com,secrecy,S,3,Noun,40
sabotage.com,sabotage,S,3,Noun,40
samurai.com,samurai,S,3,Noun,47
salvation.com,salvation,S,3,Noun,37
solution.com,solution,S,3,Noun,50
seventeen.com,seventeen,S,3,Noun,37
sentinel.com,sentinel,S,3,Noun,40
subsistence.com,subsistence,S,3,Noun,22
symphony.com,symphony,S,3,Noun,40
subunit.com,subunit,S,3,Noun,40
sahara.com,sahara,S,3,Noun,54
sidewalk.com,sidewalk,S,3,Noun,40
saliva.com,saliva,S,3,Noun,54
subscriber.com,subscriber,S,3,Noun,27
succession.com,succession,S,3,Noun,37
subconscious.com,subconscious,S,3,Noun,18
selfishness.com,selfishness,S,3,Noun,22
sentiment.com,sentiment,S,3,Noun,27
semester.com,semester,S,3,Noun,40
synonym.com,synonym,S,3,Noun,40
selection.com,selection,S,3,Noun,37
secession.com,secession,S,3,Noun,37
spaceship.com,spaceship,S,3,Noun,27
substitute.com,substitute,S,3,Noun,27
solomon.com,solomon,S,3,Noun,50
superman.com,superman,S,3,Noun,40
synagogue.com,synagogue,S,3,Noun,27
sudanese.com,sudanese,S,3,Noun,40
syllabus.com,syllabus,S,3,Noun,40
supporter.com,supporter,S,3,Noun,27
superior.com,superior,S,3,Noun,50
strawberry.com,strawberry,S,3,Noun,27
statement.com,statement,S,3,Noun,27
savannah.com,savannah,S,3,Noun,40
stalemate.com,stalemate,S,3,Noun,27
sumatra.com,sumatra,S,3,Noun,47
scaffolding.com,scaffolding,S,3,Noun,22
sorcery.com,sorcery,S,3,Noun,40
settlement.com,settlement,S,3,Noun,27
suspicion.com,suspicion,S,3,Noun,37
survivor.com,survivor,S,3,Noun,50
subversion.com,subversion,S,3,Noun,37
scholarship.com,scholarship,S,3,Noun,22
suppression.com,suppression,S,3,Noun,32
specialty.com,specialty,S,3,Noun,27
screwdriver.com,screwdriver,S,3,Noun,22
stamina.com,stamina,S,3,Noun,47
senegal.com,senegal,S,3,Noun,40
survival.com,survival,S,3,Noun,40
specimen.com,specimen,S,3,Noun,50
screenwriter.com,screenwriter,S,3,Noun,18
succulent.com,succulent,S,3,Noun,27
shoemaker.com,shoemaker,S,3,Noun,27
society.com,society,S,3,Noun,40
severance.com,severance,S,3,Noun,27
seneca.com,seneca,S,3,Noun,54
sanity.com,sanity,S,3,Noun,47
scavenger.com,scavenger,S,3,Noun,27
salesman.com,salesman,S,3,Noun,40
spectator.com,spectator,S,3,Noun,37
specialist.com,specialist,S,3,Noun,27
strategy.com,strategy,S,3,Noun,40
skyscraper.com,skyscraper,S,3,Noun,27
sportsmanship.com,sportsmanship,S,3,Noun,18
saharan.com,saharan,S,3,Noun,40
syphilis.com,syphilis,S,3,Noun,40
seriousness.com,seriousness,S,3,Noun,22
scoreboard.com,scoreboard,S,3,Noun,27
scarecrow.com,scarecrow,S,3,Noun,27
sympathy.com,sympathy,S,3,Noun,40
silica.com,silica,S,3,Noun,54
silicon.com,silicon,S,3,Noun,50
scenario.com,scenario,S,3,Noun,40
sideline.com,sideline,S,3,Noun,40
solicit.com,solicit,S,3,Verb,40
scattered.com,scattered,S,3,Verb,27
stimulate.com,stimulate,S,3,Verb,27
summarize.com,summarize,S,3,Verb,27
shattering.com,shattering,S,3,Verb,27
surrounding.com,surrounding,S,3,Verb,22
sustaining.com,sustaining,S,3,Verb,27
surviving.com,surviving,S,3,Verb,27
situated.com,situated,S,3,Verb,40
shortening.com,shortening,S,3,Verb,27
scattering.com,scattering,S,3,Verb,27
supporting.com,supporting,S,3,Verb,27
speculate.com,speculate,S,3,Verb,27
signify.com,signify,S,3,Verb,40
suspected.com,suspected,S,3,Verb,27
shivering.com,shivering,S,3,Verb,27
surprising.com,surprising,S,3,Verb,27
segmented.com,segmented,S,3,Verb,27
suffering.com,suffering,S,3,Verb,27
stabilize.com,stabilize,S,3,Verb,27
satisfied.com,satisfied,S,3,Verb,27
subjected.com,subjected,S,3,Verb,27
satisfy.com,satisfy,S,3,Verb,40
supposed.com,supposed,S,3,Verb,40
sheltered.com,sheltered,S,3,Verb,27
supervise.com,supervise,S,3,Verb,27
surpassing.com,surpassing,S,3,Verb,27
submerged.com,submerged,S,3,Verb,27
specify.com,specify,S,3,Verb,40
simplify.com,simplify,S,3,Verb,40
sustained.com,sustained,S,3,Verb,27
stuttering.com,stuttering,S,3,Verb,27
structured.com,structured,S,3,Verb,27
seasoning.com,seasoning,S,3,Verb,27
sickening.com,sickening,S,3,Verb,27
seasoned.com,seasoned,S,3,Verb,40
specialize.com,specialize,S,3,Verb,27
staggering.com,staggering,S,3,Verb,27
softening.com,softening,S,3,Verb,27
satisfying.com,satisfying,S,3,Verb,27
sediment.com,sediment,S,3,Verb,40
submarine.com,submarine,S,3,Verb,27
surrounded.com,surrounded,S,3,Verb,27
separate.com,separate,S,3,Verb,40
simulate.com,simulate,S,3,Verb,40
smothered.com,smothered,S,3,Verb,27
simplified.com,simplified,S,3,Verb,27
suspended.com,suspended,S,3,Verb,27
socialize.com,socialize,S,3,Verb,27
suggesting.com,suggesting,S,3,Verb,27
sympathize.com,sympathize,S,3,Verb,27
symbolize.com,symbolize,S,3,Verb,27
surfaced.com,surfaced,S,3,Verb,40
strengthening.com,strengthening,S,3,Verb,18
silenced.com,silenced,S,3,Verb,40
suppressed.com,suppressed,S,3,Verb,27
succeeding.com,succeeding,S,3,Verb,27
selected.com,selected,S,3,Verb,40
simplistic.com,simplistic,S,3,Adjective,27
seminal.com,seminal,S,3,Adjective,40
secluded.com,secluded,S,3,Adjective,40
streamlined.com,streamlined,S,3,Adjective,22
serpentine.com,serpentine,S,3,Adjective,27
secondhand.com,secondhand,S,3,Adjective,27
secular.com,secular,S,3,Adjective,50
sovereign.com,sovereign,S,3,Adjective,27
sensitive.com,sensitive,S,3,Adjective,27
sadistic.com,sadistic,S,3,Adjective,40
systemic.com,systemic,S,3,Adjective,40
similar.com,similar,S,3,Adjective,50
stylistic.com,stylistic,S,3,Adjective,27
symbolic.com,symbolic,S,3,Adjective,40
spirited.com,spirited,S,3,Adjective,40
suspicious.com,suspicious,S,3,Adjective,27
sarcastic.com,sarcastic,S,3,Adjective,27
several.com,several,S,3,Adjective,40
shameful.com,shameful,S,3,Adjective,40
selective.com,selective,S,3,Adjective,27
strategic.com,strategic,S,3,Adjective,27
successive.com,successive,S,3,Adjective,27
sustainable.com,sustainable,S,3,Adjective,22
satanic.com,satanic,S,3,Adjective,40
scoreless.com,scoreless,S,3,Adjective,27
symmetric.com,symmetric,S,3,Adjective,27
synchronous.com,synchronous,S,3,Adjective,22
stochastic.com,stochastic,S,3,Adjective,27
submissive.com,submissive,S,3,Adjective,27
semantic.com,semantic,S,3,Adjective,40
singular.com,singular,S,3,Adjective,50
secretive.com,secretive,S,3,Adjective,27
shameless.com,shameless,S,3,Adjective,27
sometime.com,sometime,S,3,Adjective,40
societal.com,societal,S,3,Adjective,40
scholarly.com,scholarly,S,3,Adjective,27
spontaneous.com,spontaneous,S,3,Adjective,22
suicidal.com,suicidal,S,3,Adjective,40
surgical.com,surgical,S,3,Adjective,40
subjective.com,subjective,S,3,Adjective,27
senseless.com,senseless,S,3,Adjective,27
southeastern.com,southeastern,S,3,Adjective,18
subsequent.com,subsequent,S,3,Adjective,27
synaptic.com,synaptic,S,3,Adjective,40
stately.com,stately,S,3,Adjective,40
substantial.com,substantial,S,3,Adjective,22
suggestive.com,suggestive,S,3,Adjective,27
sufficient.com,sufficient,S,3,Adjective,27
summary.com,summary,S,3,Adjective,40
scandalous.com,scandalous,S,3,Adjective,27
sectional.com,sectional,S,3,Adjective,27
sequential.com,sequential,S,3,Adjective,27
spherical.com,spherical,S,3,Adjective,27
straightforward.com,straightforward,S,3,Adjective,18
slippery.com,slippery,S,3,Adjective,40
successful.com,successful,S,3,Adjective,27
supportive.com,supportive,S,3,Adjective,27
susceptible.com,susceptible,S,3,Adjective,22
scientific.com,scientific,S,3,Adjective,27
sinister.com,sinister,S,3,Adjective,40
specific.com,specific,S,3,Adjective,40
spiritual.com,spiritual,S,3,Adjective,27
southwestern.com,southwestern,S,3,Adjective,18
substantive.com,substantive,S,3,Adjective,22
shadowy.com,shadowy,S,3,Adjective,40
skeptical.com,skeptical,S,3,Adjective,27
skeletal.com,skeletal,S,3,Adjective,40
superfluous.com,superfluous,S,3,Adjective,22
sectarian.com,sectarian,S,3,Adjective,27
sugary.com,sugary,S,3,Adjective,47
structural.com,structural,S,3,Adjective,27
seductive.com,seductive,S,3,Adjective,27
synthetic.com,synthetic,S,3,Adjective,27
sporadic.com,sporadic,S,3,Adjective,40
silvery.com,silvery,S,3,Adjective,40
sensory.com,sensory,S,3,Adjective,40
suburban.com,suburban,S,3,Adjective,40
semitic.com,semitic,S,3,Adjective,40
someday.com,someday,S,3,Adverb,40
solemnly.com,solemnly,S,3,Adverb,40
sideways.com,sideways,S,3,Adverb,40
scarcely.com,scarcely,S,3,Adverb,40
solely.com,solely,S,3,Adverb,47
somehow.com,somehow,S,3,Adverb,40
sparsely.com,sparsely,S,3,Adverb,40
silently.com,silently,S,3,Adverb,40
superbly.com,superbly,S,3,Adverb,40
safely.com,safely,S,3,Adverb,47
someplace.com,someplace,S,3,Adverb,27
strikingly.com,strikingly,S,3,Adverb,27
somewhat.com,somewhat,S,3,Adverb,40
suddenly.com,suddenly,S,3,Adverb,40
socially.com,socially,S,3,Adverb,40
secondly.com,secondly,S,3,Adverb,40
secretly.com,secretly,S,3,Adverb,40
strangely.com,strangely,S,3,Adverb,27
solidly.com,solidly,S,3,Adverb,40
seriously.com,seriously,S,3,Adverb,27
sorely.com,sorely,S,3,Adverb,47
shockingly.com,shockingly,S,3,Adverb,27
steadily.com,steadily,S,3,Adverb,40
sexually.com,sexually,S,3,Adverb,40
squarely.com,squarely,S,3,Adverb,40
surely.com,surely,S,3,Adverb,47
suitably.com,suitably,S,3,Adverb,40
seemingly.com,seemingly,S,3,Adverb,27
specially.com,specially,S,3,Adverb,27
sparingly.com,sparingly,S,3,Adverb,27
separation.com,separation,S,4,Noun,32
serenity.com,serenity,S,4,Noun,35
somebody.com,somebody,S,4,Noun,35
stability.com,stability,S,4,Noun,22
sorority.com,sorority,S,4,Noun,35
speculation.com,speculation,S,4,Noun,27
supermarket.com,supermarket,S,4,Noun,17
severity.com,severity,S,4,Noun,35
seniority.com,seniority,S,4,Noun,22
supremacy.com,supremacy,S,4,Noun,22
secularism.com,secularism,S,4,Noun,22
saratoga.com,saratoga,S,4,Noun,35
sacramento.com,sacramento,S,4,Noun,22
simulation.com,simulation,S,4,Noun,32
speciality.com,speciality,S,4,Noun,22
segregation.com,segregation,S,4,Noun,27
simulator.com,simulator,S,4,Noun,32
secretary.com,secretary,S,4,Noun,22
salmonella.com,salmonella,S,4,Noun,22
superstition.com,superstition,S,4,Noun,23
shareholder.com,shareholder,S,4,Noun,17
schizophrenic.com,schizophrenic,S,4,Noun,13
supernova.com,supernova,S,4,Noun,22
sovereignty.com,sovereignty,S,4,Noun,17
solicitor.com,solicitor,S,4,Noun,32
seminary.com,seminary,S,4,Noun,35
secretariat.com,secretariat,S,4,Noun,17
stakeholder.com,stakeholder,S,4,Noun,17
separatist.com,separatist,S,4,Noun,22
scandinavian.com,scandinavian,S,4,Noun,13
samaritan.com,samaritan,S,4,Noun,22
stupidity.com,stupidity,S,4,Noun,22
stationery.com,stationery,S,4,Noun,22
subdivision.com,subdivision,S,4,Noun,27
sanitation.com,sanitation,S,4,Noun,32
sociology.com,sociology,S,4,Noun,22
sufficiency.com,sufficiency,S,4,Noun,17
significance.com,significance,S,4,Noun,13
supervisor.com,supervisor,S,4,Noun,32
substitution.com,substitution,S,4,Noun,23
scandinavia.com,scandinavia,S,4,Noun,17
security.com,security,S,4,Noun,35
saturation.com,saturation,S,4,Noun,32
spokeswoman.com,spokeswoman,S,4,Noun,17
simplicity.com,simplicity,S,4,Noun,22
spectroscopy.com,spectroscopy,S,4,Noun,13
semifinal.com,semifinal,S,4,Noun,22
sociologist.com,sociologist,S,4,Noun,17
subsidiary.com,subsidiary,S,4,Noun,22
sincerity.com,sincerity,S,4,Noun,22
supervision.com,supervision,S,4,Noun,27
sexuality.com,sexuality,S,4,Noun,22
superpower.com,superpower,S,4,Noun,22
stimulation.com,stimulation,S,4,Noun,27
schizophrenia.com,schizophrenia,S,4,Noun,13
segmentation.com,segmentation,S,4,Noun,23
storyteller.com,storyteller,S,4,Noun,17
satisfaction.com,satisfaction,S,4,Noun,23
suffocating.com,suffocating,S,4,Verb,17
separates.com,separates,S,4,Verb,22
soliciting.com,soliciting,S,4,Verb,22
synchronized.com,synchronized,S,4,Verb,13
sacrificing.com,sacrificing,S,4,Verb,17
separating.com,separating,S,4,Verb,22
substituting.com,substituting,S,4,Verb,13
standardized.com,standardized,S,4,Verb,13
substituted.com,substituted,S,4,Verb,17
specialized.com,specialized,S,4,Verb,17
